"","Region","Province","CityProvince","Barangay","Population","HouseholdPopulation","Nhouseholds","Area","n","BrgyArea","Density"
"6238","REGION II - CAGAYAN VALLEY","CAGAYAN","ALLACAPAN","Labben",1754,1754,425,29836.88,2311,12.910809173518,135.855156437268
"29819","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","ALLEN","Sabang Zone II (Pob.)",3680,3668,834,23234.78,4390,5.29266059225512,695.302473274978
"29806","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","ALLEN","Jubasan",3228,3228,657,23234.78,4390,5.29266059225512,609.901191231421
"29818","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","ALLEN","Kinabranan Zone II (Pob.)",2894,2894,638,23234.78,4390,5.29266059225512,546.794934146138
"29803","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","ALLEN","Cabacungan",2176,2176,467,23234.78,4390,5.29266059225512,411.135375501726
"29810","REGION VIII - EASTERN VISAYAS","NORTHERN SAMAR","ALLEN","Lipata",1940,1940,429,23234.78,4390,5.29266059225512,366.545325585179
"30370","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","ALMAGRO","Bacjao",1004,1004,219,23234.78,4390,5.29266059225512,189.696653034804
"30374","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","ALMAGRO","Kerikite",578,578,161,23234.78,4390,5.29266059225512,109.207834117646
"30376","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","ALMAGRO","Lunang II",501,501,96,23234.78,4390,5.29266059225512,94.659385627925
"30381","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","ALMAGRO","Talahid",494,494,118,23234.78,4390,5.29266059225512,93.3367994015868
"30375","REGION VIII - EASTERN VISAYAS","SAMAR (WESTERN SAMAR)","ALMAGRO","Lunang I (Look)",489,489,122,23234.78,4390,5.29266059225512,92.3920949542023
"31827","REGION VIII - EASTERN VISAYAS","BILIRAN","ALMERIA","Poblacion",2783,2760,652,23234.78,4390,5.29266059225512,525.822495414202
"31821","REGION VIII - EASTERN VISAYAS","BILIRAN","ALMERIA","Caucab",1859,1859,429,23234.78,4390,5.29266059225512,351.24111353755
"31823","REGION VIII - EASTERN VISAYAS","BILIRAN","ALMERIA","Jamorawon",1507,1507,382,23234.78,4390,5.29266059225512,284.733920441683
"31822","REGION VIII - EASTERN VISAYAS","BILIRAN","ALMERIA","Iyosan",1418,1418,340,23234.78,4390,5.29266059225512,267.918181278239
"31832","REGION VIII - EASTERN VISAYAS","BILIRAN","ALMERIA","Talahid",1281,1281,282,23234.78,4390,5.29266059225512,242.033279419904
"25035","REGION VII - CENTRAL VISAYAS","CEBU","ALOGUINSAN","Bonbon",7807,7805,1585,10452.01,2446,4.27310302534751,1827.00954170538
"25041","REGION VII - CENTRAL VISAYAS","CEBU","ALOGUINSAN","Poblacion",3392,3392,685,10452.01,2446,4.27310302534751,793.802531761833
"25033","REGION VII - CENTRAL VISAYAS","CEBU","ALOGUINSAN","Angilan",2634,2634,547,10452.01,2446,4.27310302534751,616.413876374018
"25039","REGION VII - CENTRAL VISAYAS","CEBU","ALOGUINSAN","Kawasan",2239,2239,531,10452.01,2446,4.27310302534751,523.975197115196
"25045","REGION VII - CENTRAL VISAYAS","CEBU","ALOGUINSAN","Tampa-an",2021,2021,394,10452.01,2446,4.27310302534751,472.958407043239
"34910","REGION X - NORTHERN MINDANAO","MISAMIS OCCIDENTAL","ALORAN","Pelong",1382,1372,324,20458.51,2022,10.1179574678536,136.588832715579
"34891","REGION X - NORTHERN MINDANAO","MISAMIS OCCIDENTAL","ALORAN","Conat",1280,1279,302,20458.51,2022,10.1179574678536,126.507746654082
"34899","REGION X - NORTHERN MINDANAO","MISAMIS OCCIDENTAL","ALORAN","Lobogon",1240,1240,261,20458.51,2022,10.1179574678536,122.554379571142
"34904","REGION X - NORTHERN MINDANAO","MISAMIS OCCIDENTAL","ALORAN","Maular",1206,1206,289,20458.51,2022,10.1179574678536,119.194017550643
"34909","REGION X - NORTHERN MINDANAO","MISAMIS OCCIDENTAL","ALORAN","Palayan",1193,1192,279,20458.51,2022,10.1179574678536,117.909173248687
"20519","REGION VI - WESTERN VISAYAS","AKLAN","ALTAVAS","Poblacion",4406,4406,1013,12773.46,3389,3.76909412806137,1168.98115310965
"20518","REGION VI - WESTERN VISAYAS","AKLAN","ALTAVAS","Odiong",3028,3028,771,12773.46,3389,3.76909412806137,803.376062554703
"20516","REGION VI - WESTERN VISAYAS","AKLAN","ALTAVAS","Lupo",2127,2086,535,12773.46,3389,3.76909412806137,564.326580268776
"20510","REGION VI - WESTERN VISAYAS","AKLAN","ALTAVAS","Cabugao",1964,1964,466,12773.46,3389,3.76909412806137,521.080114550012
"20514","REGION VI - WESTERN VISAYAS","AKLAN","ALTAVAS","Linayasan",1872,1872,499,12773.46,3389,3.76909412806137,496.671066414268
"35381","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","ALUBIJID","Lourdes",3188,3188,782,20458.51,2022,10.1179574678536,315.083356510323
"35380","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","ALUBIJID","Loguilo",3074,3074,809,20458.51,2022,10.1179574678536,303.816260323943
"35384","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","ALUBIJID","Poblacion",2986,2986,866,20458.51,2022,10.1179574678536,295.118852741475
"35389","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","ALUBIJID","Tugasnon",2188,2188,601,20458.51,2022,10.1179574678536,216.249179436821
"35379","REGION X - NORTHERN MINDANAO","MISAMIS ORIENTAL","ALUBIJID","Lanao",2142,2142,544,20458.51,2022,10.1179574678536,211.70280729144
"12693","REGION IV-A – CALABARZON","CAVITE","AMADEO","Talon",3100,3068,701,16576.26,4018,4.12550024888004,751.42402447838
"12679","REGION IV-A – CALABARZON","CAVITE","AMADEO","Pangil",2909,2891,699,16576.26,4018,4.12550024888004,705.126608776648
"12676","REGION IV-A – CALABARZON","CAVITE","AMADEO","Maitim I",2820,2788,633,16576.26,4018,4.12550024888004,683.55346742872
"12673","REGION IV-A – CALABARZON","CAVITE","AMADEO","Dagatan",2722,2644,642,16576.26,4018,4.12550024888004,659.798772461339
"12692","REGION IV-A – CALABARZON","CAVITE","AMADEO","Salaban",2311,2285,531,16576.26,4018,4.12550024888004,560.174490506302
"8056","REGION II - CAGAYAN VALLEY","NUEVA VIZCAYA","AMBAGUIO","Poblacion",2758,2758,674,29836.88,2311,12.910809173518,213.619453508544
"8058","REGION II - CAGAYAN VALLEY","NUEVA VIZCAYA","AMBAGUIO","Tiblac",2123,2123,490,29836.88,2311,12.910809173518,164.435859245337
"8052","REGION II - CAGAYAN VALLEY","NUEVA VIZCAYA","AMBAGUIO","Ammueg",2110,2110,482,29836.88,2311,12.910809173518,163.428951016326
"8054","REGION II - CAGAYAN VALLEY","NUEVA VIZCAYA","AMBAGUIO","Labang",1826,1826,406,29836.88,2311,12.910809173518,141.431878936404
"8059","REGION II - CAGAYAN VALLEY","NUEVA VIZCAYA","AMBAGUIO","Dulli",1767,1767,449,29836.88,2311,12.910809173518,136.862064666279
"27008","NEGROS ISLAND REGION","NEGROS ORIENTAL","AMLAN (AYUQUITAN)","Jugno",3929,3929,934,13425.4,1219,11.0134536505332,356.745497340861
"27013","NEGROS ISLAND REGION","NEGROS ORIENTAL","AMLAN (AYUQUITAN)","Tandayag",3674,3674,866,13425.4,1219,11.0134536505332,333.591997258927
"27006","NEGROS ISLAND REGION","NEGROS ORIENTAL","AMLAN (AYUQUITAN)","Bio-os",3639,3639,864,13425.4,1219,11.0134536505332,330.414065875132
"27011","NEGROS ISLAND REGION","NEGROS ORIENTAL","AMLAN (AYUQUITAN)","Silab",3606,3606,857,13425.4,1219,11.0134536505332,327.417730570411
"27007","NEGROS ISLAND REGION","NEGROS ORIENTAL","AMLAN (AYUQUITAN)","Jantianon",2993,2993,678,13425.4,1219,11.0134536505332,271.758532334232
"40921","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","AMPATUAN","Kauran",5001,5001,858,36650.95,2490,14.7192570281124,339.758996697221
"40917","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","AMPATUAN","Dicalongan (Pob.)",4243,4241,603,36650.95,2490,14.7192570281124,288.261832230815
"40927","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","AMPATUAN","Salman",3989,3989,589,36650.95,2490,14.7192570281124,271.005526459751
"40919","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","AMPATUAN","Kamasi",2738,2738,404,36650.95,2490,14.7192570281124,186.014823626673
"40920","AUTONOMOUS REGION IN MUSLIM MINDANAO (ARMM)","MAGUINDANAO","AMPATUAN","Kapinpilan",1915,1915,303,36650.95,2490,14.7192570281124,130.101675399956
"6268","REGION II - CAGAYAN VALLEY","CAGAYAN","AMULUNG","Centro",2495,2495,537,29836.88,2311,12.910809173518,193.248925490869
"6274","REGION II - CAGAYAN VALLEY","CAGAYAN","AMULUNG","Estefania",2456,2456,492,29836.88,2311,12.910809173518,190.228200803837
"6271","REGION II - CAGAYAN VALLEY","CAGAYAN","AMULUNG","Dadda",2128,2128,491,29836.88,2311,12.910809173518,164.82313164111
"6258","REGION II - CAGAYAN VALLEY","CAGAYAN","AMULUNG","Baculud",1947,1947,451,29836.88,2311,12.910809173518,150.803870914117
"6262","REGION II - CAGAYAN VALLEY","CAGAYAN","AMULUNG","Calamagui",1769,1769,408,29836.88,2311,12.910809173518,137.016973624588
"31331","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","ANAHAWAN","Poblacion",1354,1354,327,23234.78,4390,5.29266059225512,255.825964351718
"31333","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","ANAHAWAN","Tagup-on",1009,1009,197,23234.78,4390,5.29266059225512,190.641357482188
"31327","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","ANAHAWAN","Lo-ok",942,942,190,23234.78,4390,5.29266059225512,177.982317887236
"31332","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","ANAHAWAN","San Vicente",852,852,159,23234.78,4390,5.29266059225512,160.977637834316
"31328","REGION VIII - EASTERN VISAYAS","SOUTHERN LEYTE","ANAHAWAN","Mahalo",822,822,209,23234.78,4390,5.29266059225512,155.309411150009
"10668","REGION III - CENTRAL LUZON","TARLAC","ANAO","Sinense",1115,1115,269,21906.19,3102,7.06195680206318,157.888249850841
"10662","REGION III - CENTRAL LUZON","TARLAC","ANAO","San Francisco West",1107,1107,264,21906.19,3102,7.06195680206318,156.755419358638
"10669","REGION III - CENTRAL LUZON","TARLAC","ANAO","Suaverdez",1015,1015,248,21906.19,3102,7.06195680206318,143.727868698299
"10656","REGION III - CENTRAL LUZON","TARLAC","ANAO","Casili",961,961,224,21906.19,3102,7.06195680206318,136.081262875927
"10660","REGION III - CENTRAL LUZON","TARLAC","ANAO","Rizal",854,854,191,21906.19,3102,7.06195680206318,120.929655042707
"4888","REGION I - ILOCOS","PANGASINAN","ANDA","Poblacion",3450,3450,841,12964.62,3265,3.97078713629403,868.845365309589
"4881","REGION I - ILOCOS","PANGASINAN","ANDA","Carot",3440,3440,770,12964.62,3265,3.97078713629403,866.326972946373
"4880","REGION I - ILOCOS","PANGASINAN","ANDA","Cabungan",3178,3178,720,12964.62,3265,3.97078713629403,800.345093030108
"4893","REGION I - ILOCOS","PANGASINAN","ANDA","Tondol",2935,2935,697,12964.62,3265,3.97078713629403,739.148158603954
"4886","REGION I - ILOCOS","PANGASINAN","ANDA","Mal-ong",2877,2877,722,12964.62,3265,3.97078713629403,724.541482897301
"7062","REGION II - CAGAYAN VALLEY","ISABELA ","ANGADANAN","La Suerte",2062,2062,460,29836.88,2311,12.910809173518,159.711136016903
"7048","REGION II - CAGAYAN VALLEY","ISABELA ","ANGADANAN","Centro II (Pob.)",1828,1828,367,29836.88,2311,12.910809173518,141.586787894713
"7041","REGION II - CAGAYAN VALLEY","ISABELA ","ANGADANAN","Calabayan-Minanga",1802,1802,414,29836.88,2311,12.910809173518,139.572971436692
"7088","REGION II - CAGAYAN VALLEY","ISABELA ","ANGADANAN","Viga",1775,1775,487,29836.88,2311,12.910809173518,137.481700499516
"7053","REGION II - CAGAYAN VALLEY","ISABELA ","ANGADANAN","Dalenat",1513,1513,338,29836.88,2311,12.910809173518,117.188626960996
"8710","REGION III - CENTRAL LUZON","BULACAN","ANGAT","Sulucan",5723,5723,1370,21906.19,3102,7.06195680206318,810.398613359968
"8707","REGION III - CENTRAL LUZON","BULACAN","ANGAT","Santa Cruz (Pob.)",5641,5641,1585,21906.19,3102,7.06195680206318,798.787100814884
"8698","REGION III - CENTRAL LUZON","BULACAN","ANGAT","Binagbag",5182,5182,1258,21906.19,3102,7.06195680206318,733.790951324717
"8706","REGION III - CENTRAL LUZON","BULACAN","ANGAT","San Roque (Pob.)",5168,5168,1352,21906.19,3102,7.06195680206318,731.808497963361
"8709","REGION III - CENTRAL LUZON","BULACAN","ANGAT","Santo Cristo (Pob.)",4999,4999,1098,21906.19,3102,7.06195680206318,707.877453815565
"10116","REGION III - CENTRAL LUZON","PAMPANGA","ANGELES CITY","Balibago",40087,39855,9873,21906.19,3102,7.06195680206318,5676.47199261944
"10125","REGION III - CENTRAL LUZON","PAMPANGA","ANGELES CITY","Malabanias",33174,33103,8209,21906.19,3102,7.06195680206318,4697.56484354422
"10120","REGION III - CENTRAL LUZON","PAMPANGA","ANGELES CITY","Cutcut",27843,27843,6634,21906.19,3102,7.06195680206318,3942.67492430222
"10132","REGION III - CENTRAL LUZON","PAMPANGA","ANGELES CITY","Pulung Cacutud",23891,23890,4858,21906.19,3102,7.06195680206318,3383.05666115377
"10121","REGION III - CENTRAL LUZON","PAMPANGA","ANGELES CITY","Cutud",23177,23177,5684,21906.19,3102,7.06195680206318,3281.95153972462
"15400","REGION IV-A – CALABARZON","RIZAL ","ANGONO","Mahabang Parang",32744,32744,7265,16576.26,4018,4.12550024888004,7936.97685726455
"15395","REGION IV-A – CALABARZON","RIZAL ","ANGONO","San Isidro",31339,31206,7114,16576.26,4018,4.12550024888004,7596.41209778322
"15392","REGION IV-A – CALABARZON","RIZAL ","ANGONO","Kalayaan",16854,16841,3991,16576.26,4018,4.12550024888004,4085.32274469633
"15398","REGION IV-A – CALABARZON","RIZAL ","ANGONO","San Vicente",11898,11898,2703,16576.26,4018,4.12550024888004,2884.01388491735
"15397","REGION IV-A – CALABARZON","RIZAL ","ANGONO","San Roque",9898,9894,1903,16576.26,4018,4.12550024888004,2399.22419170549
"21991","REGION VI - WESTERN VISAYAS","ILOILO","ANILAO","Dangula-an",2643,2643,620,12773.46,3389,3.76909412806137,701.229502421427
"21985","REGION VI - WESTERN VISAYAS","ILOILO","ANILAO","Badiang",2262,2262,503,12773.46,3389,3.76909412806137,600.144205250574
"21999","REGION VI - WESTERN VISAYAS","ILOILO","ANILAO","San Carlos",2258,2258,505,12773.46,3389,3.76909412806137,599.082942288151
"21998","REGION VI - WESTERN VISAYAS","ILOILO","ANILAO","Poblacion",2202,2197,489,12773.46,3389,3.76909412806137,584.225260814219
"21995","REGION VI - WESTERN VISAYAS","ILOILO","ANILAO","Mostro",1930,1930,409,12773.46,3389,3.76909412806137,512.059379369411
"20848","REGION VI - WESTERN VISAYAS","ANTIQUE","ANINI-Y","Magdalena",2168,2168,464,12773.46,3389,3.76909412806137,575.204525633618
"20847","REGION VI - WESTERN VISAYAS","ANTIQUE","ANINI-Y","Mabuyong",1385,1385,296,12773.46,3389,3.76909412806137,367.462300739189
"20854","REGION VI - WESTERN VISAYAS","ANTIQUE","ANINI-Y","San Francisco",1378,1378,314,12773.46,3389,3.76909412806137,365.605090554948
"20838","REGION VI - WESTERN VISAYAS","ANTIQUE","ANINI-Y","Butuan",1352,1352,299,12773.46,3389,3.76909412806137,358.706881299194
"20858","REGION VI - WESTERN VISAYAS","ANTIQUE","ANINI-Y","Talisayan",1341,1341,288,12773.46,3389,3.76909412806137,355.788408152529
"23952","REGION VII - CENTRAL VISAYAS","BOHOL","ANTEQUERA","Poblacion",1404,1404,300,10452.01,2446,4.27310302534751,328.566849821231
"23941","REGION VII - CENTRAL VISAYAS","BOHOL","ANTEQUERA","Bantolinao",1274,1274,320,10452.01,2446,4.27310302534751,298.143993356302
"23940","REGION VII - CENTRAL VISAYAS","BOHOL","ANTEQUERA","Angilan",947,947,224,10452.01,2446,4.27310302534751,221.618808248366
"23960","REGION VII - CENTRAL VISAYAS","BOHOL","ANTEQUERA","Villa Aurora (Canoc-oc)",863,863,223,10452.01,2446,4.27310302534751,201.960962532566
"23957","REGION VII - CENTRAL VISAYAS","BOHOL","ANTEQUERA","Tupas",850,850,203,10452.01,2446,4.27310302534751,198.918676886073
"37552","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","ANTIPAS","Poblacion",7205,7205,1681,22786.08,1195,19.0678493723849,377.861176648199
"37549","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","ANTIPAS","Malatad",3198,3198,762,22786.08,1195,19.0678493723849,167.716869246487
"37545","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","ANTIPAS","Kiyaab",2434,2434,596,22786.08,1195,19.0678493723849,127.64942456096
"37542","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","ANTIPAS","Camutan",2128,2128,501,22786.08,1195,19.0678493723849,111.601468967018
"37550","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","ANTIPAS","Malire",1580,1580,371,22786.08,1195,19.0678493723849,82.8619929360381
"10155","REGION III - CENTRAL LUZON","PAMPANGA","APALIT","San Vicente",22580,22559,4670,21906.19,3102,7.06195680206318,3197.41406424394
"10153","REGION III - CENTRAL LUZON","PAMPANGA","APALIT","Sampaloc",11891,11706,2988,21906.19,3102,7.06195680206318,1683.81092284875
"10147","REGION III - CENTRAL LUZON","PAMPANGA","APALIT","Balucuc",10104,10104,2111,21906.19,3102,7.06195680206318,1430.76491165283
"10158","REGION III - CENTRAL LUZON","PAMPANGA","APALIT","Tabuyuc (Santo Rosario)",9819,9819,2092,21906.19,3102,7.06195680206318,1390.40782536808
"10157","REGION III - CENTRAL LUZON","PAMPANGA","APALIT","Sulipan",9269,9250,2112,21906.19,3102,7.06195680206318,1312.5257290291
"6325","REGION II - CAGAYAN VALLEY","CAGAYAN","APARRI","Maura",7115,7030,1601,29836.88,2311,12.910809173518,551.088619185384
"6324","REGION II - CAGAYAN VALLEY","CAGAYAN","APARRI","Macanaya (Pescaria)",5561,5470,1128,29836.88,2311,12.910809173518,430.724358579047
"6332","REGION II - CAGAYAN VALLEY","CAGAYAN","APARRI","Punta",4665,4634,997,29836.88,2311,12.910809173518,361.325145256475
"6333","REGION II - CAGAYAN VALLEY","CAGAYAN","APARRI","San Antonio",3877,3877,852,29836.88,2311,12.910809173518,300.291015682605
"6328","REGION II - CAGAYAN VALLEY","CAGAYAN","APARRI","Paddaya",3769,3769,813,29836.88,2311,12.910809173518,291.925931933902
"16427","MIMAROPA REGION","PALAWAN","ARACELI","Poblacion (Centro)",3217,3203,694,29606.25,1459,20.292152159013,158.534194637957
"16426","MIMAROPA REGION","PALAWAN","ARACELI","Tudela (Calandagan)",2429,2429,508,29606.25,1459,20.292152159013,119.70144817395
"16425","MIMAROPA REGION","PALAWAN","ARACELI","Tinintinan",1591,1591,352,29606.25,1459,20.292152159013,78.4046949546126
"16420","MIMAROPA REGION","PALAWAN","ARACELI","Mauringuen",1057,1057,224,29606.25,1459,20.292152159013,52.0891028076842
"16421","MIMAROPA REGION","PALAWAN","ARACELI","Osmeña",993,993,234,29606.25,1459,20.292152159013,48.9351741608613
"37604","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","ARAKAN","Greenfield",5506,5472,1254,22786.08,1195,19.0678493723849,288.758312092295
"37601","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","ARAKAN","Doroluman",4360,3963,929,22786.08,1195,19.0678493723849,228.657145064004
"37612","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","ARAKAN","Malibatuan",3882,3882,843,22786.08,1195,19.0678493723849,203.588769985886
"37605","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","ARAKAN","Kabalantian",3717,3717,823,22786.08,1195,19.0678493723849,194.935460596996
"37614","REGION XII - SOCCSKSARGEN","COTABATO (NORTH COTABATO)","ARAKAN","Meocan",3317,3317,727,22786.08,1195,19.0678493723849,173.957740866353
"10169","REGION III - CENTRAL LUZON","PAMPANGA","ARAYAT","Mangga-Cacutud",10133,10133,2226,21906.19,3102,7.06195680206318,1434.87142218706
"10179","REGION III - CENTRAL LUZON","PAMPANGA","ARAYAT","San Juan Bano",9065,9065,1759,21906.19,3102,7.06195680206318,1283.63855147792
"10181","REGION III - CENTRAL LUZON","PAMPANGA","ARAYAT","San Nicolas",8227,8227,1645,21906.19,3102,7.06195680206318,1164.97455741962
"10180","REGION III - CENTRAL LUZON","PAMPANGA","ARAYAT","San Mateo",6382,6382,1222,21906.19,3102,7.06195680206318,903.715525155219
"10164","REGION III - CENTRAL LUZON","PAMPANGA","ARAYAT","Gatiawin",6323,6323,1365,21906.19,3102,7.06195680206318,895.360900275219
"25081","REGION VII - CENTRAL VISAYAS","CEBU","ARGAO","Poblacion",5454,5451,1313,10452.01,2446,4.27310302534751,1276.35583969016
"25087","REGION VII - CENTRAL VISAYAS","CEBU","ARGAO","Talo-ot",3990,3980,826,10452.01,2446,4.27310302534751,933.747671500506
"25057","REGION VII - CENTRAL VISAYAS","CEBU","ARGAO","Bulasa",3648,3648,769,10452.01,2446,4.27310302534751,853.712156800462
"25054","REGION VII - CENTRAL VISAYAS","CEBU","ARGAO","Bogo",3557,3557,720,10452.01,2446,4.27310302534751,832.416157275012
"25085","REGION VII - CENTRAL VISAYAS","CEBU","ARGAO","Talaga",3510,3510,876,10452.01,2446,4.27310302534751,821.417124553076
"4270","REGION I - ILOCOS","LA UNION","ARINGAY","San Eugenio",3783,3783,960,12964.62,3265,3.97078713629403,952.707831004688
"4269","REGION I - ILOCOS","LA UNION","ARINGAY","San Benito Sur",3638,3625,832,12964.62,3265,3.97078713629403,916.191141738053
"4265","REGION I - ILOCOS","LA UNION","ARINGAY","Poblacion",3473,3450,801,12964.62,3265,3.97078713629403,874.637667744986
"4278","REGION I - ILOCOS","LA UNION","ARINGAY","Santa Rita West",3438,3438,746,12964.62,3265,3.97078713629403,865.823294473729
"4259","REGION I - ILOCOS","LA UNION","ARINGAY","Dulao",3427,3427,728,12964.62,3265,3.97078713629403,863.053062874191
